id_piloto,id_corrida,tipo_stat,valor
23,16,5,13,00
103,315,5,15,00
89,16,1,81,30
89,16,2,1,00
89,16,3,84,10
89,16,4,77,80
89,16,5,2,00
89,16,6,9,60
149,16,1,85,30
149,16,2,1,00
103,315,6,10,89
105,315,1,94,13
105,315,2,3,00
149,16,6,8,80
131,16,1,89,80
131,16,2,3,00
131,16,3,82,60
131,16,4,79,00
131,16,5,16,00
131,16,6,16,90
118,16,1,83,50
118,16,2,2,00
118,16,3,83,00
118,16,4,79,30
118,16,5,7,00
118,16,6,17,90
1,16,1,92,20
1,16,2,2,00
1,16,3,81,90
1,16,4,80,00
1,16,5,17,00
1,16,6,14,30
100,16,1,88,60
100,16,2,3,00
100,16,3,84,50
100,16,4,76,50
100,16,5,15,00
100,16,6,12,60
39,16,1,85,90
105,315,3,84,42
105,315,4,78,21
105,315,5,14,00
39,16,5,10,00
39,16,6,19,00
23,16,1,83,90
23,16,2,3,00
105,315,6,10,08
105,315,1,90,94
105,315,2,2,00
23,16,6,14,00
8,16,1,85,90
8,16,2,2,00
8,16,3,83,20
8,16,4,77,60
8,16,5,8,00
8,16,6,18,20
116,16,1,94,70
116,16,2,2,00
116,16,3,84,00
116,16,4,78,40
116,16,5,18,00
116,16,6,8,30
46,16,1,83,30
46,16,2,1,00
46,16,3,81,70
46,16,4,75,20
46,16,5,6,00
46,16,6,9,70
105,315,3,84,73
105,315,4,76,29
149,16,3,84,00
149,16,4,79,60
149,16,5,12,00
105,315,5,10,00
92,16,1,96,20
92,16,2,1,00
92,16,3,80,40
92,16,4,75,50
92,16,5,19,00
92,16,6,7,70
145,17,1,86,00
145,17,2,3,00
145,17,3,80,50
145,17,4,78,80
145,17,5,7,00
145,17,6,7,10
138,17,1,94,70
138,17,2,1,00
105,315,6,16,22
52,316,1,88,86
52,316,2,2,00
138,17,6,11,00
86,17,1,99,50
86,17,2,3,00
86,17,3,80,40
86,17,4,77,50
86,17,5,19,00
86,17,6,10,70
82,17,1,89,70
82,17,2,2,00
82,17,3,83,90
82,17,4,77,00
82,17,5,13,00
82,17,6,9,20
41,17,1,89,40
41,17,2,1,00
41,17,3,83,80
41,17,4,75,70
41,17,5,11,00
41,17,6,10,50
113,17,1,82,80
113,17,2,2,00
113,17,3,80,70
113,17,4,78,40
113,17,5,5,00
113,17,6,14,60
110,17,1,98,50
110,17,2,2,00
110,17,3,84,60
110,17,4,78,50
110,17,5,17,00
110,17,6,10,00
115,17,1,81,00
115,17,2,2,00
115,17,3,82,10
115,17,4,77,20
115,17,5,2,00
115,17,6,10,80
53,17,1,99,30
53,17,2,1,00
53,17,3,82,10
53,17,4,80,00
53,17,5,18,00
53,17,6,16,70
52,316,3,81,68
52,316,4,77,98
138,17,3,81,20
138,17,4,76,70
138,17,5,9,00
52,316,5,11,00
43,17,1,80,10
43,17,2,1,00
43,17,3,83,50
43,17,4,76,60
43,17,5,1,00
43,17,6,10,00
13,17,1,82,60
185,1,1,76,49
185,1,2,2,00
185,1,3,80,00
185,1,4,80,00
185,1,5,2,00
185,1,6,17,00
185,7,1,85,10
185,7,2,3,00
185,7,3,83,40
185,7,4,78,30
185,7,5,5,00
185,7,6,19,40
185,8,1,90,90
185,8,2,2,00
185,8,3,81,60
185,8,4,79,70
185,8,5,16,00
185,8,6,12,40
187,1,1,75,09
187,1,2,3,00
187,1,3,83,00
187,1,4,77,00
187,1,5,1,00
187,1,6,21,00
188,8,1,86,80
188,8,2,3,00
188,8,3,83,10
188,8,4,75,70
188,8,5,11,00
188,8,6,17,30
190,1,1,96,55
190,1,2,2,00
190,1,3,83,00
190,1,4,78,00
190,1,5,17,00
190,1,6,23,00
192,2,1,95,70
192,2,2,1,00
192,2,3,83,90
192,2,4,77,80
192,2,5,14,00
192,2,6,15,50
192,4,1,82,30
192,4,2,1,00
192,4,3,80,90
192,4,4,75,30
192,4,5,3,00
192,4,6,17,10
194,7,1,93,70
194,7,2,1,00
194,7,3,84,80
194,7,4,75,90
194,7,5,14,00
194,7,6,14,00
196,5,1,82,80
196,5,2,3,00
196,5,3,81,40
196,5,4,78,60
196,5,5,3,00
196,5,6,12,80
196,6,1,80,50
196,6,2,1,00
196,6,3,81,40
196,6,4,79,20
196,6,5,1,00
196,6,6,12,80
197,4,1,93,50
197,4,2,1,00
197,4,3,83,50
197,4,4,79,90
197,4,5,16,00
197,4,6,9,10
197,7,1,98,80
197,7,2,1,00
197,7,3,83,00
197,7,4,77,00
197,7,5,19,00
197,7,6,5,20
197,8,1,90,40
197,8,2,3,00
197,8,3,80,70
197,8,4,76,10
197,8,5,15,00
197,8,6,16,40
198,5,1,94,30
198,5,2,3,00
198,5,3,84,80
198,5,4,75,80
198,5,5,15,00
198,5,6,6,30
199,8,1,84,00
199,8,2,2,00
199,8,3,81,50
199,8,4,76,60
199,8,5,6,00
199,8,6,13,80
13,17,2,2,00
13,17,3,82,00
13,17,4,76,60
13,17,5,4,00
13,17,6,11,00
99,17,1,99,60
99,17,2,2,00
99,17,3,82,10
99,17,4,77,10
99,17,5,20,00
99,17,6,16,20
80,17,1,88,70
80,17,2,2,00
80,17,3,82,40
80,17,4,78,40
80,17,5,10,00
80,17,6,14,50
127,17,1,91,00
127,17,2,2,00
127,17,3,81,30
127,17,4,78,20
127,17,5,14,00
127,17,6,12,20
94,17,1,82,30
94,17,2,3,00
94,17,3,81,00
94,17,4,76,50
94,17,5,3,00
94,17,6,11,40
91,17,1,91,40
91,17,2,1,00
91,17,3,84,20
91,17,4,75,60
91,17,5,15,00
91,17,6,18,30
23,17,1,83,10
23,17,2,3,00
23,17,3,80,90
23,17,4,78,70
23,17,5,6,00
23,17,6,16,00
83,17,1,94,20
83,17,2,1,00
83,17,3,80,90
83,17,4,79,50
83,17,5,16,00
83,17,6,11,70
74,17,1,89,60
74,17,2,2,00
74,17,3,81,10
74,17,4,79,00
74,17,5,12,00
74,17,6,6,60
43,315,6,12,11
68,18,2,3,00
68,18,3,84,20
68,18,4,79,80
128,315,1,83,90
128,315,2,1,00
69,18,1,99,30
69,18,2,2,00
69,18,3,81,90
69,18,4,76,30
69,18,5,20,00
69,18,6,6,70
61,18,1,90,60
61,18,2,1,00
61,18,3,82,70
61,18,4,77,10
128,315,3,82,24
128,315,4,79,40
91,18,1,87,00
91,18,2,2,00
91,18,3,81,70
91,18,4,77,70
91,18,5,8,00
91,18,6,8,30
21,18,1,93,10
21,18,2,1,00
21,18,3,82,10
21,18,4,78,90
21,18,5,13,00
21,18,6,13,60
30,18,1,83,00
30,18,2,2,00
30,18,3,82,10
30,18,4,78,40
30,18,5,5,00
30,18,6,5,70
54,18,1,82,40
54,18,2,2,00
54,18,3,81,20
54,18,4,77,90
54,18,5,4,00
54,18,6,5,10
128,315,5,3,00
116,18,2,3,00
116,18,3,83,00
116,18,4,79,10
128,315,6,16,90
59,315,1,82,19
59,315,2,3,00
59,315,3,82,09
59,315,4,79,23
59,315,5,1,00
61,18,5,2,00
61,18,6,6,00
8,18,1,94,90
8,18,2,1,00
8,18,3,84,20
8,18,4,77,20
8,18,5,17,00
8,18,6,9,60
36,18,1,88,50
36,18,2,1,00
36,18,3,80,50
36,18,4,76,30
36,18,5,10,00
36,18,6,13,80
58,18,1,94,60
58,18,2,3,00
58,18,3,83,70
58,18,4,79,90
58,18,5,16,00
58,18,6,6,40
116,18,1,83,30
59,315,6,19,04
182,315,1,83,98
182,315,2,2,00
116,18,5,7,00
116,18,6,6,30
103,18,1,93,50
103,18,2,2,00
103,18,3,82,30
103,18,4,77,30
103,18,5,14,00
103,18,6,7,50
64,18,1,81,50
64,18,2,3,00
64,18,3,80,30
64,18,4,77,30
64,18,5,3,00
64,18,6,13,00
147,18,1,94,50
147,18,2,2,00
147,18,3,83,30
147,18,4,78,20
147,18,5,15,00
147,18,6,13,50
4,18,1,96,90
4,18,2,1,00
4,18,3,84,80
4,18,4,78,70
4,18,5,18,00
4,18,6,6,30
139,18,1,92,30
139,18,2,1,00
139,18,3,81,30
139,18,4,77,00
139,18,5,11,00
139,18,6,9,80
109,4,1,82,10
109,4,2,1,00
109,4,3,82,50
109,4,4,76,30
109,4,5,2,00
109,4,6,10,60
109,5,1,90,70
109,5,2,2,00
109,5,3,80,20
109,5,4,75,20
109,5,5,13,00
109,5,6,8,70
110,2,1,96,40
110,2,2,2,00
110,2,3,81,40
110,2,4,75,60
110,2,5,15,00
110,2,6,8,60
110,9,1,92,60
110,9,2,3,00
110,9,3,83,50
110,9,4,78,10
110,9,5,14,00
110,9,6,17,30
112,1,1,88,92
112,1,2,2,00
112,1,3,83,00
112,1,4,76,00
112,1,5,9,00
112,1,6,8,00
114,1,1,88,88
114,1,2,2,00
114,1,3,82,00
114,1,4,77,00
114,1,5,8,00
114,1,6,10,00
115,3,1,87,20
115,3,2,2,00
115,3,3,83,90
115,3,4,78,60
115,3,5,10,00
115,3,6,16,30
115,7,1,89,80
115,7,2,2,00
115,7,3,82,30
115,7,4,78,10
115,7,5,12,00
115,7,6,12,30
116,6,1,91,60
116,6,2,2,00
116,6,3,80,40
116,6,4,75,20
116,6,5,10,00
116,6,6,19,50
116,9,1,86,00
116,9,2,1,00
116,9,3,82,70
116,9,4,78,10
116,9,5,5,00
116,9,6,10,20
119,7,1,96,10
119,7,2,2,00
119,7,3,83,60
119,7,4,79,20
119,7,5,15,00
119,7,6,16,90
120,6,1,83,70
120,6,2,1,00
120,6,3,84,40
120,6,4,77,90
120,6,5,5,00
120,6,6,16,00
123,3,1,81,40
123,3,2,3,00
123,3,3,83,00
123,3,4,78,60
123,3,5,2,00
123,3,6,18,60
123,8,1,95,90
123,8,2,3,00
123,8,3,82,70
123,8,4,78,20
123,8,5,19,00
123,8,6,9,60
127,5,1,87,20
127,5,2,1,00
127,5,3,80,70
127,5,4,79,20
127,5,5,8,00
127,5,6,7,40
131,7,1,85,30
131,7,2,1,00
131,7,3,80,40
131,7,4,76,20
131,7,5,7,00
131,7,6,18,40
131,8,1,84,20
131,8,2,3,00
131,8,3,83,10
131,8,4,75,90
131,8,5,7,00
131,8,6,15,30
131,9,1,87,60
131,9,2,3,00
131,9,3,82,70
131,9,4,76,20
131,9,5,7,00
131,9,6,12,80
132,4,1,92,20
132,4,2,3,00
132,4,3,83,70
132,4,4,79,70
132,4,5,13,00
132,4,6,16,40
133,4,1,85,50
133,4,2,1,00
133,4,3,84,10
133,4,4,76,00
133,4,5,6,00
133,4,6,8,60
136,3,1,90,10
136,3,2,3,00
136,3,3,81,00
136,3,4,79,90
136,3,5,12,00
136,3,6,5,30
137,7,1,82,50
137,7,2,1,00
137,7,3,81,30
137,7,4,75,30
137,7,5,2,00
137,7,6,11,00
137,8,1,85,10
137,8,2,1,00
137,8,3,83,70
137,8,4,76,30
137,8,5,9,00
137,8,6,7,00
138,1,1,85,32
138,1,2,1,00
138,1,3,83,00
138,1,4,78,00
138,1,5,6,00
138,1,6,9,00
138,4,1,87,70
138,4,2,2,00
138,4,3,84,40
138,4,4,76,40
138,4,5,9,00
138,4,6,13,50
139,1,1,98,85
139,1,2,1,00
139,1,3,83,00
139,1,4,80,00
139,1,5,19,00
139,1,6,22,00
139,7,1,88,10
139,7,2,1,00
139,7,3,82,80
139,7,4,80,00
139,7,5,10,00
139,7,6,19,80
140,7,1,99,90
140,7,2,3,00
140,7,3,81,70
140,7,4,78,90
140,7,5,20,00
140,7,6,9,80
68,18,1,98,70
143,315,6,15,79
10,315,1,85,48
10,315,2,1,00
68,18,5,19,00
68,18,6,7,50
37,18,1,92,80
37,18,2,1,00
37,18,3,82,10
37,18,4,76,30
37,18,5,12,00
37,18,6,18,30
90,19,1,95,30
90,19,2,2,00
90,19,3,84,50
90,19,4,77,90
90,19,5,18,00
90,19,6,10,90
154,19,1,90,40
154,19,2,2,00
154,19,3,80,30
154,19,4,79,90
154,19,5,12,00
154,19,6,17,40
99,19,1,85,40
99,19,2,1,00
99,19,3,82,20
99,19,4,79,70
99,19,5,6,00
99,19,6,5,10
130,19,1,82,50
130,19,2,2,00
130,19,3,80,20
130,19,4,77,10
130,19,5,3,00
130,19,6,6,30
92,19,1,85,60
92,19,2,3,00
92,19,3,84,60
92,19,4,77,50
92,19,5,7,00
92,19,6,17,70
58,19,1,91,60
58,19,2,1,00
58,19,3,83,90
58,19,4,76,60
58,19,5,15,00
58,19,6,16,50
5,19,1,85,40
5,19,2,3,00
5,19,3,83,10
5,19,4,79,10
5,19,5,5,00
5,19,6,11,50
38,19,1,98,40
38,19,2,1,00
38,19,3,84,80
38,19,4,78,60
38,19,5,20,00
38,19,6,11,60
135,19,1,94,50
135,19,2,2,00
135,19,3,83,40
135,19,4,77,40
135,19,5,17,00
135,19,6,14,40
125,19,1,91,20
125,19,2,3,00
125,19,3,80,70
125,19,4,78,70
125,19,5,14,00
125,19,6,11,50
151,19,1,88,00
151,19,2,1,00
151,19,3,82,80
151,19,4,76,50
151,19,5,10,00
151,19,6,8,10
102,19,1,93,40
102,19,2,1,00
102,19,3,83,10
102,19,4,78,00
102,19,5,16,00
102,19,6,16,80
138,19,1,84,10
138,19,2,1,00
138,19,3,84,10
138,19,4,79,40
138,19,5,4,00
45,2,1,84,40
45,2,2,3,00
45,2,3,80,30
45,2,4,75,50
45,2,5,4,00
45,2,6,19,80
45,5,1,97,60
45,5,2,2,00
45,5,3,84,00
45,5,4,79,60
45,5,5,19,00
45,5,6,18,80
48,6,1,97,00
48,6,2,3,00
48,6,3,82,40
48,6,4,75,20
48,6,5,18,00
48,6,6,16,60
50,2,1,99,80
50,2,2,2,00
50,2,3,80,20
50,2,4,75,90
50,2,5,20,00
50,2,6,18,80
50,4,1,96,60
50,4,2,1,00
50,4,3,83,80
50,4,4,78,70
50,4,5,19,00
50,4,6,14,20
50,7,1,87,50
50,7,2,2,00
50,7,3,81,70
50,7,4,76,30
50,7,5,8,00
50,7,6,10,30
50,9,1,88,90
50,9,2,3,00
50,9,3,80,70
50,9,4,77,00
50,9,5,9,00
50,9,6,11,00
51,6,1,93,80
51,6,2,1,00
51,6,3,84,60
51,6,4,75,90
51,6,5,13,00
51,6,6,8,80
51,8,1,98,80
51,8,2,3,00
51,8,3,83,60
51,8,4,77,70
51,8,5,20,00
51,8,6,6,30
52,3,1,99,00
52,3,2,1,00
52,3,3,80,10
52,3,4,79,90
52,3,5,19,00
52,3,6,15,00
52,6,1,94,70
52,6,2,2,00
52,6,3,82,40
52,6,4,76,90
52,6,5,15,00
52,6,6,19,10
53,4,1,88,20
53,4,2,3,00
53,4,3,83,30
53,4,4,78,00
53,4,5,10,00
53,4,6,19,80
54,3,1,82,80
54,3,2,2,00
54,3,3,84,40
54,3,4,78,40
54,3,5,5,00
54,3,6,10,20
55,1,1,90,39
55,1,2,3,00
55,1,3,85,00
55,1,4,75,00
55,1,5,11,00
55,1,6,18,00
55,6,1,88,30
55,6,2,3,00
55,6,3,84,90
55,6,4,76,40
55,6,5,7,00
55,6,6,11,90
58,7,1,93,30
58,7,2,2,00
58,7,3,80,10
58,7,4,78,10
58,7,5,13,00
58,7,6,6,00
59,4,1,92,20
59,4,2,3,00
59,4,3,84,70
59,4,4,77,90
59,4,5,12,00
59,4,6,10,50
59,9,1,80,60
59,9,2,2,00
59,9,3,81,00
59,9,4,76,80
59,9,5,1,00
59,9,6,13,10
60,3,1,92,10
60,3,2,2,00
60,3,3,84,50
60,3,4,79,30
60,3,5,14,00
60,3,6,9,50
60,4,1,84,40
60,4,2,3,00
60,4,3,84,40
60,4,4,75,30
60,4,5,4,00
60,4,6,5,80
62,2,1,82,20
62,2,2,3,00
62,2,3,82,70
62,2,4,79,10
62,2,5,2,00
62,2,6,9,30
62,3,1,87,50
62,3,2,3,00
62,3,3,80,00
62,3,4,75,10
62,3,5,11,00
62,3,6,17,70
63,9,1,85,80
63,9,2,3,00
63,9,3,83,60
63,9,4,75,90
63,9,5,4,00
63,9,6,5,30
64,2,1,90,70
64,2,2,1,00
64,2,3,82,90
64,2,4,76,00
64,2,5,10,00
64,2,6,5,90
64,8,1,91,70
64,8,2,1,00
64,8,3,82,50
64,8,4,76,30
64,8,5,17,00
64,8,6,15,80
65,6,1,83,00
65,6,2,1,00
65,6,3,82,50
65,6,4,76,00
65,6,5,4,00
65,6,6,13,00
66,9,1,97,70
66,9,2,2,00
66,9,3,80,40
66,9,4,79,10
66,9,5,18,00
66,9,6,11,50
67,3,1,86,40
67,3,2,1,00
67,3,3,81,50
67,3,4,77,10
67,3,5,8,00
67,3,6,17,60
68,1,1,89,60
68,1,2,3,00
68,1,3,81,00
68,1,4,77,00
68,1,5,10,00
68,1,6,24,00
68,2,1,86,90
68,2,2,1,00
68,2,3,83,00
68,2,4,79,80
68,2,5,6,00
68,2,6,7,70
69,8,1,89,00
69,8,2,3,00
69,8,3,81,80
69,8,4,78,40
69,8,5,12,00
69,8,6,5,60
70,9,1,95,30
70,9,2,3,00
70,9,3,80,50
70,9,4,79,50
70,9,5,17,00
70,9,6,7,00
73,1,1,94,82
73,1,2,3,00
73,1,3,84,00
73,1,4,79,00
73,1,5,16,00
73,1,6,30,00
74,1,1,91,97
74,1,2,2,00
74,1,3,83,00
74,1,4,80,00
74,1,5,13,00
74,1,6,13,00
75,8,1,83,20
75,8,2,2,00
75,8,3,84,70
75,8,4,77,10
75,8,5,5,00
75,8,6,17,60
76,5,1,89,80
76,5,2,1,00
76,5,3,80,80
76,5,4,75,90
76,5,5,12,00
76,5,6,10,90
77,5,1,97,30
77,5,2,2,00
77,5,3,80,20
77,5,4,76,50
77,5,5,18,00
77,5,6,14,90
77,9,1,83,40
77,9,2,1,00
77,9,3,82,80
77,9,4,76,80
77,9,5,3,00
77,9,6,8,80
78,1,1,77,25
78,1,2,2,00
78,1,3,82,00
78,1,4,79,00
78,1,5,4,00
78,1,6,20,00
78,3,1,85,70
78,3,2,2,00
78,3,3,80,30
78,3,4,76,30
78,3,5,7,00
78,3,6,5,30
78,9,1,93,80
78,9,2,3,00
78,9,3,80,70
78,9,4,77,70
78,9,5,15,00
78,9,6,11,00
138,19,6,19,20
112,19,1,88,40
112,19,2,3,00
112,19,3,84,50
112,19,4,77,80
112,19,5,11,00
112,19,6,16,70
195,19,1,82,40
195,19,2,1,00
195,19,3,81,00
195,19,4,79,10
143,3,1,90,40
143,3,2,3,00
143,3,3,84,40
143,3,4,79,50
143,3,5,13,00
143,3,6,6,30
144,5,1,87,10
144,5,2,1,00
144,5,3,80,50
144,5,4,77,10
144,5,5,10,00
144,5,6,19,70
145,5,1,85,20
145,5,2,1,00
145,5,3,82,10
145,5,4,79,70
145,5,5,7,00
145,5,6,5,60
145,9,1,80,70
145,9,2,2,00
145,9,3,81,40
145,9,4,79,80
145,9,5,2,00
145,9,6,10,10
146,1,1,93,50
146,1,2,1,00
146,1,3,85,00
146,1,4,80,00
146,1,5,15,00
146,1,6,7,00
147,6,1,84,60
147,6,2,2,00
147,6,3,84,70
147,6,4,76,40
147,6,5,6,00
147,6,6,16,20
147,7,1,87,60
147,7,2,3,00
147,7,3,83,90
147,7,4,78,80
147,7,5,9,00
147,7,6,15,30
149,4,1,96,40
149,4,2,1,00
149,4,3,82,10
149,4,4,75,40
149,4,5,18,00
149,4,6,7,50
149,6,1,95,80
149,6,2,3,00
149,6,3,81,20
149,6,4,76,80
149,6,5,16,00
149,6,6,11,10
151,4,1,98,90
151,4,2,2,00
151,4,3,80,00
151,4,4,77,80
151,4,5,20,00
151,4,6,17,00
157,2,1,87,60
157,2,2,3,00
157,2,3,80,00
157,2,4,76,40
157,2,5,7,00
157,2,6,9,40
157,4,1,93,50
157,4,2,3,00
157,4,3,80,90
157,4,4,79,00
157,4,5,15,00
157,4,6,5,10
162,5,1,80,60
162,5,2,2,00
162,5,3,84,00
162,5,4,75,00
162,5,5,1,00
162,5,6,16,20
168,4,1,85,10
168,4,2,2,00
168,4,3,84,40
168,4,4,77,30
168,4,5,5,00
168,4,6,19,30
168,8,1,86,60
168,8,2,1,00
168,8,3,83,70
168,8,4,78,80
168,8,5,10,00
168,8,6,18,60
169,1,1,82,14
169,1,2,1,00
169,1,3,81,00
169,1,4,79,00
169,1,5,5,00
169,1,6,22,00
170,1,1,98,74
170,1,2,2,00
170,1,3,82,00
170,1,4,79,00
170,1,5,18,00
170,1,6,30,00
173,4,1,94,10
173,4,2,3,00
173,4,3,80,00
173,4,4,77,00
173,4,5,17,00
173,4,6,5,70
173,6,1,81,90
173,6,2,2,00
173,6,3,83,80
173,6,4,78,80
173,6,5,3,00
173,6,6,5,30
174,6,1,94,00
174,6,2,1,00
174,6,3,82,90
174,6,4,78,40
174,6,5,14,00
174,6,6,7,80
175,3,1,86,50
175,3,2,3,00
175,3,3,83,60
175,3,4,79,70
175,3,5,9,00
175,3,6,15,70
175,7,1,96,20
175,7,2,2,00
175,7,3,82,40
175,7,4,75,10
175,7,5,16,00
175,7,6,9,50
176,4,1,93,20
176,4,2,1,00
176,4,3,82,30
176,4,4,77,00
176,4,5,14,00
176,4,6,14,50
176,6,1,96,20
176,6,2,2,00
176,6,3,80,40
176,6,4,78,70
176,6,5,17,00
176,6,6,18,30
177,3,1,99,00
177,3,2,1,00
177,3,3,81,20
177,3,4,78,30
177,3,5,20,00
177,3,6,6,50
178,7,1,97,10
178,7,2,3,00
178,7,3,84,70
178,7,4,77,00
178,7,5,17,00
178,7,6,7,70
179,4,1,86,50
179,4,2,2,00
179,4,3,84,70
179,4,4,75,90
179,4,5,7,00
179,4,6,18,40
181,2,1,89,80
181,2,2,3,00
181,2,3,81,40
181,2,4,75,00
181,2,5,9,00
181,2,6,13,70
182,5,1,96,10
182,5,2,1,00
182,5,3,81,40
182,5,4,78,90
182,5,5,16,00
182,5,6,15,20
184,2,1,84,60
184,2,2,3,00
184,2,3,84,00
184,2,4,78,30
184,2,5,5,00
184,2,6,19,30
184,5,1,85,00
184,5,2,1,00
184,5,3,85,00
184,5,4,77,10
184,5,5,6,00
184,5,6,13,00
184,6,1,89,80
184,6,2,3,00
184,6,3,83,40
184,6,4,76,70
184,6,5,9,00
184,6,6,19,20
149,125,2,2,00
149,125,3,81,82
149,125,4,76,36
149,125,5,9,00
149,125,6,17,61
29,125,1,97,10
29,125,2,1,00
29,125,3,83,42
29,125,4,76,14
29,125,5,18,00
29,125,6,5,16
7,125,1,82,87
7,125,2,3,00
7,125,3,84,92
7,125,4,79,82
7,125,5,3,00
7,125,6,6,15
10,125,1,93,69
10,125,2,1,00
10,125,3,83,38
10,125,4,79,05
10,125,5,16,00
10,125,6,16,75
45,125,1,80,67
45,125,2,2,00
45,125,3,83,15
45,125,4,75,70
45,125,5,2,00
45,125,6,7,02
128,125,1,80,10
128,125,2,3,00
128,125,3,84,46
128,125,4,77,84
128,125,5,1,00
128,125,6,13,59
46,126,1,91,55
46,126,2,3,00
46,126,3,84,14
46,126,4,76,23
46,126,5,8,00
46,126,6,5,55
166,126,1,88,62
166,126,2,2,00
166,126,3,83,67
166,126,4,75,96
166,126,5,7,00
166,126,6,10,59
155,126,1,83,80
155,126,2,3,00
155,126,3,82,21
155,126,4,76,93
155,126,5,2,00
155,126,6,9,88
1,126,1,85,14
1,126,2,2,00
1,126,3,84,83
1,126,4,78,00
1,126,5,3,00
1,126,6,16,94
6,126,1,93,75
6,126,2,2,00
6,126,3,84,63
6,126,4,76,30
6,126,5,11,00
6,126,6,9,52
195,19,5,2,00
195,19,6,12,50
7,19,1,86,30
7,19,2,2,00
7,19,3,84,10
7,19,4,79,10
7,19,5,8,00
7,19,6,7,80
55,19,1,86,50
55,19,2,2,00
55,19,3,80,20
55,19,4,79,40
55,19,5,9,00
55,19,6,10,70
175,19,1,96,10
175,19,2,3,00
175,19,3,80,30
175,19,4,75,50
175,19,5,19,00
175,19,6,12,60
140,19,1,82,30
140,19,2,1,00
140,19,3,84,70
140,19,4,78,10
140,19,5,1,00
140,19,6,11,10
157,19,1,90,50
157,19,2,3,00
157,19,3,84,60
157,19,4,78,40
157,19,5,13,00
157,19,6,11,50
37,20,1,81,30
37,20,2,3,00
37,20,3,80,60
37,20,4,77,20
37,20,5,3,00
37,20,6,8,40
120,20,1,90,40
47,126,1,97,51
120,20,3,83,30
197,315,4,76,00
197,315,5,13,00
197,315,6,8,42
143,20,1,90,60
143,20,2,1,00
143,20,3,83,70
143,20,4,76,30
143,20,5,12,00
143,20,6,19,90
180,20,1,85,10
180,20,2,3,00
180,20,3,84,20
180,20,4,78,40
180,20,5,6,00
180,20,6,9,80
175,20,1,95,20
175,20,2,1,00
175,20,3,84,50
175,20,4,79,30
175,20,5,17,00
175,20,6,19,00
140,20,1,99,30
140,20,2,3,00
140,20,3,80,10
140,20,4,75,80
140,20,5,20,00
140,20,6,16,30
81,20,1,97,00
81,20,2,2,00
81,20,3,80,20
81,20,4,75,30
81,20,5,18,00
81,20,6,18,80
85,20,1,85,20
85,20,2,3,00
85,20,3,83,00
85,20,4,75,10
85,20,5,7,00
85,20,6,6,20
116,20,1,90,20
116,20,2,1,00
116,20,3,84,90
116,20,4,76,00
116,20,5,11,00
116,20,6,11,90
91,20,1,94,20
91,20,2,2,00
91,20,3,80,80
91,20,4,78,60
91,20,5,16,00
91,20,6,8,50
193,315,1,96,25
120,20,2,1,00
193,315,2,1,00
120,20,4,79,60
120,20,5,4,00
120,20,6,12,20
48,20,1,85,30
48,20,2,1,00
48,20,3,82,70
48,20,4,77,60
48,20,5,8,00
48,20,6,6,60
50,20,1,82,90
50,20,2,1,00
50,20,3,82,00
50,20,4,77,00
50,20,5,5,00
50,20,6,14,30
137,20,1,89,70
137,20,2,1,00
137,20,3,80,80
137,20,4,79,90
137,20,5,10,00
137,20,6,16,40
176,20,1,98,60
176,20,2,1,00
176,20,3,82,70
176,20,4,75,20
176,20,5,19,00
176,20,6,9,30
131,20,1,80,70
131,20,2,1,00
131,20,3,82,60
131,20,4,75,80
131,20,5,2,00
131,20,6,14,60
40,20,1,90,90
40,20,2,3,00
40,20,3,83,60
40,20,4,75,90
40,20,5,15,00
40,20,6,16,50
106,20,1,88,10
106,20,2,2,00
106,20,3,82,80
106,20,4,75,30
106,20,5,9,00
106,20,6,15,60
90,20,1,90,70
90,20,2,1,00
90,20,3,81,30
90,20,4,79,80
90,20,5,13,00
90,20,6,16,30
87,20,1,80,70
87,20,2,3,00
87,20,3,83,80
87,20,4,78,70
87,20,5,1,00
87,20,6,16,10
127,21,1,80,90
127,21,2,3,00
127,21,3,81,60
127,21,4,76,70
127,21,5,1,00
127,21,6,15,10
92,21,1,91,40
92,21,2,1,00
92,21,3,83,50
92,21,4,79,70
92,21,5,15,00
92,21,6,12,70
74,21,1,86,70
74,21,2,3,00
74,21,3,82,50
74,21,4,75,10
74,21,5,10,00
74,21,6,11,60
55,21,1,85,00
55,21,2,3,00
55,21,3,80,40
55,21,4,76,80
55,21,5,6,00
55,21,6,19,10
62,21,1,85,30
62,21,2,3,00
62,21,3,84,80
62,21,4,78,20
62,21,5,8,00
62,21,6,11,80
148,21,1,87,90
148,21,2,3,00
148,21,3,80,90
148,21,4,75,70
148,21,5,13,00
148,21,6,6,50
10,21,1,95,30
10,21,2,2,00
10,21,3,81,00
10,21,4,78,00
10,21,5,19,00
10,21,6,8,00
124,21,1,85,30
124,21,2,3,00
124,21,3,80,30
124,21,4,75,30
124,21,5,7,00
124,21,6,14,70
147,21,1,84,60
147,21,2,2,00
147,21,3,83,80
147,21,4,75,40
147,21,5,5,00
147,21,6,13,90
69,21,1,99,20
69,21,2,3,00
69,21,3,84,40
69,21,4,79,90
69,21,5,20,00
69,21,6,13,50
165,21,1,83,50
165,21,2,1,00
165,21,3,84,60
165,21,4,78,50
165,21,5,4,00
165,21,6,12,90
139,21,1,88,70
139,21,2,2,00
139,21,3,84,10
139,21,4,76,50
